Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.101-192.168.56.102-80-14221-6,192.168.56.102,14221,192.168.56.101,80,6,04/02/2026 04:16:27 pm,68657640,60,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.339981974329441,754479.5604395603,1215905.0688917309,5157727.0,6.0,68596222.0,1162647.8305084747,1346782.7478956084,5157727.0,71.0,68507072.0,2209905.5483870977,1322671.2244200078,5233293.0,948.0,0,0,0,0,1200,764,0.8739012876061572,0.4660806867232838,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60,0,32,0,-1,65535,0,0,42627847.0,0.0,42627847.0,42627847.0,5157727.0,0.0,5157727.0,5157727.0,DoS Attack
192.168.56.101-192.168.56.102-80-22737-6,192.168.56.102,22737,192.168.56.101,80,6,04/02/2026 04:16:29 pm,66875321,50,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2261623387198397,825621.2469135801,1420227.0105400537,6086244.0,6.0,66872108.0,1364736.897959184,1618664.9669786296,6086244.0,92.0,66781212.0,2154232.6451612907,1627980.1462370595,6087834.0,81.0,0,0,0,0,1000,764,0.7476599626340485,0.478502376085791,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,50,0,32,0,-1,65535,0,0,2445890.5,156588.08958697977,2556615.0,2335166.0,5859279.0,320976.9811840095,6086244.0,5632314.0,DoS Attack
192.168.56.101-192.168.56.102-80-55400-6,192.168.56.102,55400,192.168.56.101,80,6,04/02/2026 04:16:30 pm,67678826,60,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3889129814397194,727729.311827957,1187912.904672647,7161294.0,32.0,66796103.0,1132137.3389830512,1340560.3250385523,7161294.0,132.0,67678722.0,2050870.3636363635,1924835.8971988824,10209221.0,2717.0,0,0,0,0,1200,812,0.8865402009189698,0.5023727805207495,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60,0,34,0,-1,65535,0,0,53354959.0,0.0,53354959.0,53354959.0,7161294.0,0.0,7161294.0,7161294.0,DoS Attack
192.168.56.101-192.168.56.102-53-60067-17,192.168.56.102,60067,192.168.56.101,53,17,04/02/2026 04:32:59 pm,43933872,51,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1835970205403248,861448.4705882352,15057.17242958042,889449.0,765655.0,43067382.0,861347.6400000001,15192.638335129306,889449.0,765655.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,408,8,1.160835539376088,0.022761481164237,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,51,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-53-8624-17,192.168.56.102,8624,192.168.56.101,53,17,04/02/2026 04:32:58 pm,44800381,52,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1830256532862968,861545.7884615383,12485.580672082511,884750.0,796131.0,43933028.0,861431.9215686277,12582.520419761877,884750.0,796131.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,416,8,1.1607044145450458,0.0223212387412508,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,52,0,1,0,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-21115-6,192.168.56.102,21115,192.168.56.101,80,6,04/02/2026 04:16:28 pm,70470617,53,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2061764692651973,838935.9166666665,1487589.981762838,6695739.0,73.0,70344423.0,1352777.3653846155,1702027.595617939,6695739.0,11327.0,70467369.0,2273140.935483871,2567657.954184642,11135107.0,254.0,0,0,0,0,1060,764,0.7520865043653584,0.454089964899839,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,53,0,32,0,-1,65535,0,0,16472091.333333334,9333549.54593912,23653815.0,5921899.0,6337928.0,316614.353750742,6695739.0,6094037.0,DoS Attack
192.168.56.101-192.168.56.102-80-43286-6,192.168.56.102,43286,192.168.56.101,80,6,04/02/2026 03:49:12 pm,79622703,57,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.105212416614392,915203.4827586204,1499453.2837509818,7324011.0,104.0,78594420.0,1403471.785714286,1680801.4757119534,7324011.0,7505.0,79589222.0,2652974.066666666,2332372.04169501,9997203.0,1286.0,0,0,0,0,1140,740,0.7158762243979584,0.3893361922164335,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,57,0,31,0,-1,65535,0,0,13756423.0,12104469.614463866,25364460.0,1210128.0,5908063.0,1226958.5865533522,7324011.0,5158306.0,DoS Attack
192.168.56.101-192.168.56.102-80-51704-6,192.168.56.102,51704,192.168.56.101,80,6,04/02/2026 04:28:56 pm,43852787,36,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.45942833690365,696075.984126984,948951.5248973554,3793497.0,7.0,42893256.0,1225521.6,1021897.3984462374,3793497.0,75.0,43851554.0,1624131.62962963,1195796.6234613112,4699442.0,80629.0,0,0,0,0,720,668,0.8209284395083031,0.6384998973953468,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36,0,28,0,-1,65535,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS Attack
192.168.56.101-192.168.56.102-80-63166-6,192.168.56.102,63166,192.168.56.101,80,6,04/02/2026 03:49:14 pm,75934536,56,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2115699238617854,834445.4505494505,1256977.4200360542,5902310.0,6.0,73797914.0,1341780.2545454544,1413752.8252354418,5902310.0,43.0,71323226.0,2037806.457142857,1486441.1591464588,6010675.0,7072.0,0,0,0,0,1120,860,0.7374773449593477,0.4740925789024378,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,56,0,36,0,-1,65535,0,0,14058259.0,0.0,14058259.0,14058259.0,5902310.0,0.0,5902310.0,5902310.0,DoS Attack
192.168.56.101-192.168.56.102-80-15949-6,192.168.56.102,15949,192.168.56.101,80,6,04/02/2026 03:49:13 pm,78395712,60,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2245567716764916,825218.0210526315,1298559.3574442246,7138698.0,10.0,77385557.0,1311619.6101694915,1468269.7875366542,7138698.0,54.0,78324514.0,2237843.2571428567,1709536.7472708083,7138833.0,454.0,0,0,0,0,1200,860,0.7653479822978073,0.4592087893786843,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,60,0,36,0,-1,65535,0,0,6944834.5,9821382.97181433,13889601.0,68.0,6408112.5,1033203.9225731288,7138698.0,5677527.0,DoS Attack
192.168.56.101-192.168.56.102-80-36488-6,192.168.56.102,36488,192.168.56.101,80,6,04/02/2026 04:28:54 pm,44495533,38,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4608207974494878,695242.7031249999,1231121.252240369,7348352.0,4.0,44089792.0,1191616.0000000002,1455817.288525418,7348352.0,66.0,44405453.0,1707902.0384615385,1765941.941649962,7409409.0,1023.0,0,0,0,0,760,644,0.8540183123550852,0.6068024850944026,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,38,0,27,0,-1,65535,0,0,31074567.0,0.0,31074567.0,31074567.0,7348352.0,0.0,7348352.0,7348352.0,DoS Attack
